date,company,number 
16.09.2020,BULL NEL X3 NORDNET N,375
16.09.2020,BULL NHY X3 NORDNET,-7000
16.09.2020,BULL NEL X3 NORDNET N,-275
16.09.2020,BULL OBX X5 NORDNET,200
16.09.2020,BULL NHY X3 NORDNET,2350
21.09.2020,NEL NEL,2500
21.09.2020,AQUA.NO,-5000
21.09.2020,NEL,1700
22.09.2020,ABL ABL GROUP,-5000
22.09.2020,NKR,100
24.09.2020,NEL NEL,3600
24.09.2020,NEL NEL,1400
25.09.2020,NHY NORSK HYDRO,-2500
25.09.2020,NHY NORSK HYDRO,-2500
25.09.2020,NEL NEL,7500
25.09.2020,NHY NORSK HYDRO,-2500
25.09.2020,YAR YARA INTERNATIONAL,-200
25.09.2020,NEL NEL,4000
28.09.2020,NHY NORSK HYDRO,2500
29.09.2020,ABL ABL GROUP,2000
01.10.2020,NEL,-1700
01.10.2020,YAR,83
05.10.2020,NEL NEL,-4000
05.10.2020,ABL ABL GROUP,5000
05.10.2020,ABL ABL GROUP,6000
05.10.2020,WAWI,2050
05.10.2020,YAR,-83
06.10.2020,NEL NEL,-2500
06.10.2020,YAR YARA INTERNATIONAL,150
06.10.2020,YAR YARA INTERNATIONAL,-150
06.10.2020,NEL NEL,-2500
06.10.2020,WAWI WALLENIUS WILHELMS,3000
07.10.2020,YAR YARA INTERNATIONAL,150
08.10.2020,NEL NEL,-2500
08.10.2020,WAWI WALLENIUS WILHELMS,4000
09.10.2020,WAWI WALLENIUS WILHELMS,-3000
09.10.2020,NHY NORSK HYDRO,2000
09.10.2020,WAWI WALLENIUS WILHELMS,-4000
09.10.2020,BULL NEL X3 NORDNET N,-140
09.10.2020,BULL NHY X3 NORDNET,3250
09.10.2020,WAWI,-2050
09.10.2020,NKR,5400
09.10.2020,NKR,-2500
09.10.2020,NHY,550
12.10.2020,NEL NEL,-2500
12.10.2020,YAR YARA INTERNATIONAL,150
12.10.2020,NHY NORSK HYDRO,2000
13.10.2020,NEL NEL,-2500
13.10.2020,SAGA SAGA PURE,-40000
13.10.2020,YAR YARA INTERNATIONAL,200
13.10.2020,NHY NORSK HYDRO,-2000
13.10.2020,WAWI WALLENIUS WILHELMS,-2000
13.10.2020,KCC KLAVENESS COMBINAT,1600
13.10.2020,BULL NEL X3 NORDNET N,-80
13.10.2020,BULL YAR X3 NORDNET,155
13.10.2020,BULL NEL X3 NORDNET N,-80
13.10.2020,BULL YAR X3 NORDNET,160
14.10.2020,NEL NEL,-2500
14.10.2020,NHY NORSK HYDRO,-2000
14.10.2020,KCC KLAVENESS COMBINAT,400
14.10.2020,WAWI WALLENIUS WILHELMS,-2000
14.10.2020,KCC KLAVENESS COMBINAT,500
15.10.2020,NHY NORSK HYDRO,2500
19.10.2020,NHY NORSK HYDRO,1000
20.10.2020,NKR,-3000
20.10.2020,YAR,50
21.10.2020,NHY NORSK HYDRO,1000
21.10.2020,BULL NEL X3 NORDNET N,240
21.10.2020,BULL YAR X3 NORDNET,-350
22.10.2020,WAWI WALLENIUS WILHELMS,-5000
22.10.2020,NEL NEL,5000
22.10.2020,YAR YARA INTERNATIONAL,-200
22.10.2020,NEL NEL,1500
22.10.2020,YAR,-50
22.10.2020,WAWI,1075
22.10.2020,WAWI,-1075
22.10.2020,NEL,1040
22.10.2020,NHY,-550
22.10.2020,NKR,2750
23.10.2020,NHY NORSK HYDRO,-2500
23.10.2020,NEL NEL,2500
23.10.2020,WAWI WALLENIUS WILHELMS,-2500
23.10.2020,NEL NEL,2500
23.10.2020,NEL NEL,-2500
23.10.2020,NKR NEKKAR,10000
23.10.2020,NEL NEL,-2500
23.10.2020,NEL NEL,-2500
23.10.2020,NEL NEL,-2500
23.10.2020,NHY NORSK HYDRO,-2000
23.10.2020,NEL NEL,5500
23.10.2020,NHY NORSK HYDRO,-2000
23.10.2020,YAR YARA INTERNATIONAL,200
23.10.2020,NEL NEL,-3500
23.10.2020,NHY NORSK HYDRO,-2000
23.10.2020,NEL NEL,-3500
23.10.2020,BULL NHY X3 NORDNET,-2600
23.10.2020,YAR,55
23.10.2020,NEL,-1040
26.10.2020,MGN MAGNORA,5000
26.10.2020,MGN MAGNORA,3000
26.10.2020,MGN MAGNORA,3000
26.10.2020,NHY NORSK HYDRO,-2000
26.10.2020,WAWI WALLENIUS WILHELMS,-2000
26.10.2020,MGN MAGNORA,2000
26.10.2020,NHY NORSK HYDRO,-2000
26.10.2020,NHY NORSK HYDRO,-2000
26.10.2020,MGN MAGNORA,1000
26.10.2020,BULL NEL X3 NORDNET N,200
26.10.2020,Magnora ASA,500
26.10.2020,BULL NHY X3 NORDNET,-3000
28.10.2020,BULL OBX X5 DNM,-2000
28.10.2020,BULL NEL X3 NORDNET N,-500
28.10.2020,BULL OBX X5 DNM,-2000
28.10.2020,NHY NORSK HYDRO,5000
28.10.2020,WAWI WALLENIUS WILHELMS,3000
28.10.2020,BULL NEL X3 NORDNET N,-220
28.10.2020,BULL YAR X3 NORDNET,-300
28.10.2020,Magnora ASA,1000
28.10.2020,BULL OBX X5 NORDNET,-250
28.10.2020,BULL OBX X5 NORDNET,-250
28.10.2020,BULL NEL X3 NORDNET N,-220
28.10.2020,Magnora ASA,1200
28.10.2020,Magnora ASA,250
29.10.2020,BULL OBX X5 DNM,-2000
29.10.2020,MGN MAGNORA,1500
29.10.2020,BULL OBX X5 DNM,-2000
29.10.2020,MGN MAGNORA,1500
29.10.2020,BULL OBX X5 DNM,-2000
29.10.2020,MGN MAGNORA,1000
29.10.2020,ABL ABL GROUP,4000
02.11.2020,KOG KONGSBERG GRUPPEN,250
02.11.2020,KOG KONGSBERG GRUPPEN,100
04.11.2020,KOG KONGSBERG GRUPPEN,200
05.11.2020,KOG KONGSBERG GRUPPEN,-200
06.11.2020,KOG KONGSBERG GRUPPEN,500
06.11.2020,Magnora ASA,-1450
06.11.2020,KONGSBERG GRUPPEN,190
09.11.2020,KOG KONGSBERG GRUPPEN,150
09.11.2020,NHY NORSK HYDRO,-2000
09.11.2020,YAR YARA INTERNATIONAL,150
09.11.2020,NHY NORSK HYDRO,-3000
09.11.2020,YAR YARA INTERNATIONAL,250
10.11.2020,WAWI WALLENIUS WILHELMS,-2500
10.11.2020,ABL ABL GROUP,-30000
10.11.2020,ABL ABL GROUP,30000
11.11.2020,WAWI WALLENIUS WILHELMS,-2500
11.11.2020,WAWI WALLENIUS WILHELMS,2500
11.11.2020,KCC KLAVENESS COMBINAT,500
11.11.2020,KOG KONGSBERG GRUPPEN,-300
11.11.2020,KAHOT KAHOOT!,500
11.11.2020,KOG KONGSBERG GRUPPEN,-300
11.11.2020,KAHOT KAHOOT!,300
11.11.2020,KONGSBERG GRUPPEN,-90
11.11.2020,KAHOOT AS,250
11.11.2020,KAHOOT AS,280
11.11.2020,KONGSBERG GRUPPEN,-100
13.11.2020,KOG KONGSBERG GRUPPEN,-400
13.11.2020,FROT FRONTLINE,2000
16.11.2020,YAR YARA INTERNATIONAL,-200
17.11.2020,KAHOT KAHOOT!,700
18.11.2020,FROT FRONTLINE,-1000
18.11.2020,YAR YARA INTERNATIONAL,-200
19.11.2020,YAR YARA INTERNATIONAL,250
20.11.2020,YAR YARA INTERNATIONAL,-250
20.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,12000
20.11.2020,FROT FRONTLINE,-1000
20.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,7000
20.11.2020,Magnora ASA,-750
20.11.2020,BEAR NEL X3 NORDNET N,1300
20.11.2020,ARR,8000
20.11.2020,YAR,-55
23.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,25000
23.11.2020,ABL ABL GROUP,-10000
23.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,25000
23.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,10000
23.11.2020,YAR YARA INTERNATIONAL,-200
23.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,4000
23.11.2020,Arribatec Soloutions ASA (fd. Hiddn Solutions ASA),7250
23.11.2020,Magnora ASA,-750
24.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,-10000
24.11.2020,YAR YARA INTERNATIONAL,-200
24.11.2020,TRMED THOR MEDICAL,2000
25.11.2020,YAR YARA INTERNATIONAL,-200
25.11.2020,WAWI WALLENIUS WILHELMS,-2500
25.11.2020,MGN MAGNORA,-2000
25.11.2020,YAR YARA INTERNATIONAL,-200
25.11.2020,TRMED THOR MEDICAL,5000
25.11.2020,TRMED THOR MEDICAL,5000
25.11.2020,TRMED THOR MEDICAL,5000
25.11.2020,TRMED THOR MEDICAL,5000
25.11.2020,YAR YARA INTERNATIONAL,-200
25.11.2020,YAR YARA INTERNATIONAL,-200
25.11.2020,TRMED THOR MEDICAL,2000
25.11.2020,TRMED THOR MEDICAL,1500
25.11.2020,YAR YARA INTERNATIONAL,-200
25.11.2020,TRMED THOR MEDICAL,1500
25.11.2020,TRMED THOR MEDICAL,1000
25.11.2020,BEAR NEL X3 NORDNET N,-1300
25.11.2020,BEAR DAX X5 NORDNET,3450
25.11.2020,Arribatec Soloutions ASA (fd. Hiddn Solutions ASA),-7250
25.11.2020,BEAR OBX X5 NORDNET,4100
27.11.2020,YAR YARA INTERNATIONAL,-200
27.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,30000
27.11.2020,TRMED THOR MEDICAL,-5000
27.11.2020,YAR YARA INTERNATIONAL,-200
27.11.2020,TRMED THOR MEDICAL,-3000
27.11.2020,ARR_NO0003108102 ARRIBATEC GROUP,7000
30.11.2020,ABL ABL GROUP,-10000
30.11.2020,WAWI WALLENIUS WILHELMS,2500
30.11.2020,TRMED THOR MEDICAL,3000
30.11.2020,BEAR NEL X3 NORDNET N,950
30.11.2020,BEAR NEL X3 NORDNET N,950
30.11.2020,BEAR DAX X5 NORDNET,-3450
30.11.2020,BEAR NEL X3 NORDNET N,-950
30.11.2020,Arribatec Soloutions ASA (fd. Hiddn Solutions ASA),5000
01.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-60000
01.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,60000
01.12.2020,NHY NORSK HYDRO,2000
01.12.2020,PANORO ENERGY ASA,1000
01.12.2020,BEAR OBX X5 NORDNET,-4100
01.12.2020,BEAR NEL X3 NORDNET N,-950
01.12.2020,Arribatec Soloutions ASA (fd. Hiddn Solutions ASA),4750
02.12.2020,TRMED THOR MEDICAL,-4000
02.12.2020,HEX HEXAGON COMPOSITES,1300
02.12.2020,NKR,-2750
02.12.2020,HEX,360
03.12.2020,ABL ABL GROUP,-10000
03.12.2020,BULL DAX X15S NORDNET N3,70
04.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,20000
04.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,20000
04.12.2020,NHY NORSK HYDRO,1000
04.12.2020,HEX HEXAGON COMPOSITES,1000
04.12.2020,ABL ABL GROUP,-8000
04.12.2020,HEX HEXAGON COMPOSITES,1200
04.12.2020,ABL ABL GROUP,-4000
04.12.2020,HEX HEXAGON COMPOSITES,1200
08.12.2020,ABL ABL GROUP,-5000
08.12.2020,NHY NORSK HYDRO,2000
08.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,10000
09.12.2020,MGN MAGNORA,-2000
09.12.2020,ABL ABL GROUP,-5000
09.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,20000
09.12.2020,BULL DAX X15S NORDNET N3,-70
09.12.2020,BEAR MHG X3 NORDNET,1650
09.12.2020,BEAR NEL X3 NORDNET N,450
09.12.2020,BEAR MHG X3 NORDNET,-1650
10.12.2020,HPUR HEXAGON PURUS,711
10.12.2020,BEAR NEL X3 NORDNET N,-450
10.12.2020,BEAR MHG X3 NORDNET,1800
11.12.2020,MGN MAGNORA,-2000
11.12.2020,BULL DAX X15S NORDNET N2,300
11.12.2020,BULL DAX X15S NORDNET N2,200
11.12.2020,Arribatec Soloutions ASA (fd. Hiddn Solutions ASA),-4750
11.12.2020,Arribatec Soloutions ASA (fd. Hiddn Solutions ASA),-5000
11.12.2020,BULL DAX X15S NORDNET N2,500
11.12.2020,BULL DAX X15S NORDNET N2,500
11.12.2020,BEAR MHG X3 NORDNET,-1800
11.12.2020,BULL DAX X15S NORDNET N2,190
11.12.2020,PANORO ENERGY ASA,-1000
11.12.2020,BULL DAX X15S NORDNET N2,210
11.12.2020,BULL OBX X5 NORDNET,120
11.12.2020,KAHOOT AS,-230
11.12.2020,BULL OBX X5 NORDNET,80
11.12.2020,BULL STOREBRAN D X3 NORDNET N1,55
11.12.2020,KAHOOT AS,-300
11.12.2020,BULL DAX X15S NORDNET N2,300
14.12.2020,MGN MAGNORA,-2000
14.12.2020,HPUR HEXAGON PURUS,289
14.12.2020,BULL DAX X15S NORDNET N2,-200
14.12.2020,BULL OBX X5 NORDNET,75
14.12.2020,BULL STOREBRAN D X3 NORDNET N1,-55
14.12.2020,BULL DAX X15S NORDNET N2,-200
14.12.2020,BULL OMX X2 NORDNET N,50
14.12.2020,BULL OMX X2 NORDNET N,90
15.12.2020,TRMED THOR MEDICAL,-5000
15.12.2020,HEX HEXAGON COMPOSITES,1500
15.12.2020,TRMED THOR MEDICAL,-4000
15.12.2020,HEX HEXAGON COMPOSITES,1500
15.12.2020,BULL DAX X15S NORDNET N2,-200
15.12.2020,BULL OBX X5 NORDNET,80
15.12.2020,BULL OBX X5 NORDNET,80
15.12.2020,BULL OBX X5 NORDNET,80
15.12.2020,BULL DAX X15S NORDNET N2,-200
15.12.2020,BULL DAX X15S NORDNET N2,-200
16.12.2020,KCC KLAVENESS COMBINAT,-1000
16.12.2020,HEX HEXAGON COMPOSITES,800
16.12.2020,WAWI WALLENIUS WILHELMS,-3000
16.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,10000
16.12.2020,WAWI WALLENIUS WILHELMS,-2000
16.12.2020,WAWI WALLENIUS WILHELMS,-2000
16.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,10000
16.12.2020,BULL OBX X5 NORDNET,-400
16.12.2020,BULL OMX X2 NORDNET N,-200
16.12.2020,BULL DAX X15S NORDNET N2,-200
16.12.2020,BEAR NEL X3 NORDNET N,2000
16.12.2020,BEAR OBX X5 NORDNET,10000
16.12.2020,BEAR DAX X5 NORDNET,5000
16.12.2020,BEAR SP500 X5 NORDNET,10000
16.12.2020,BEAR SP500 X5 NORDNET,9000
16.12.2020,BULL DAX X15S NORDNET N2,-200
16.12.2020,BULL DAX X15S NORDNET N2,-200
16.12.2020,BULL OMX X2 NORDNET N,100
16.12.2020,BULL OBX X5 NORDNET,65
16.12.2020,BULL DAX X15S NORDNET N2,-200
16.12.2020,BULL OBX X5 NORDNET,-180
16.12.2020,BULL OMX X2 NORDNET N,-40
16.12.2020,BULL DAX X15S NORDNET N2,-200
16.12.2020,BULL DAX X15S NORDNET N2,-200
18.12.2020,TRMED THOR MEDICAL,-2000
18.12.2020,WAWI WALLENIUS WILHELMS,-2000
18.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-20000
18.12.2020,TRMED THOR MEDICAL,-2000
18.12.2020,HEX HEXAGON COMPOSITES,-1500
18.12.2020,WAWI WALLENIUS WILHELMS,-2000
18.12.2020,MGN MAGNORA,-2000
18.12.2020,HEX HEXAGON COMPOSITES,-1000
18.12.2020,KAHOT KAHOOT!,-500
18.12.2020,NHY NORSK HYDRO,-1000
18.12.2020,KAHOT KAHOOT!,-1000
18.12.2020,HPUR HEXAGON PURUS,-1000
18.12.2020,MGN MAGNORA,-2000
18.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-20000
18.12.2020,HEX HEXAGON COMPOSITES,-1000
18.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-60000
21.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-20000
21.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-20000
21.12.2020,HEX HEXAGON COMPOSITES,-2000
21.12.2020,MGN MAGNORA,-2000
21.12.2020,MGN MAGNORA,-2000
21.12.2020,BEAR DAX X5 NORDNET,-1000
21.12.2020,HEXAGON PURUS AS,-54
21.12.2020,BEAR OBX X5 NORDNET,-2000
21.12.2020,BEAR SP500 X5 NORDNET,-4000
21.12.2020,BEAR DAX X5 NORDNET,-1000
21.12.2020,BEAR SP500 X5 NORDNET,-5000
21.12.2020,ARR,-8000
21.12.2020,HEX,-360
22.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-20000
22.12.2020,ADE ADEVINTA,100
22.12.2020,WAWI WALLENIUS WILHELMS,-2200
22.12.2020,MGN MAGNORA,-2000
22.12.2020,BEAR NEL X3 NORDNET N,1000
22.12.2020,BEAR SP500 X5 NORDNET,5000
22.12.2020,BEAR NEL X3 NORDNET N,1000
23.12.2020,TRMED THOR MEDICAL,-2000
23.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-20000
23.12.2020,ARR_NO0003108102 ARRIBATEC GROUP,-20000
23.12.2020,TRMED THOR MEDICAL,-2000
23.12.2020,TRMED THOR MEDICAL,-2000
23.12.2020,NHY NORSK HYDRO,-600
23.12.2020,HEX HEXAGON COMPOSITES,-3000
23.12.2020,KCC KLAVENESS COMBINAT,-1000
23.12.2020,KCC KLAVENESS COMBINAT,-1000
23.12.2020,BEAR OBX X5 NORDNET,2000
23.12.2020,BEAR NEL X3 NORDNET N,-960
23.12.2020,BEAR NEL X3 NORDNET N,-960
23.12.2020,BEAR NEL X3 NORDNET N,-160
23.12.2020,BEAR DAX X5 NORDNET,2000
23.12.2020,BEAR DAX X5 NORDNET,2000
23.12.2020,BEAR OBX X5 NORDNET,3000
23.12.2020,BEAR NEL X3 NORDNET N,-960
23.12.2020,BEAR NEL X3 NORDNET N,-960
04.01.2021,XACT DERIVAT BEAR OMSET. FOND,5000
04.01.2021,XACT DERIVAT BEAR OMSET. FOND,5000
04.01.2021,XACT DERIVAT BEAR OMSET. FOND,5000
04.01.2021,XACT DERIVAT BEAR OMSET. FOND,-5000
05.01.2021,MGN MAGNORA,3000
05.01.2021,ARR_NO0003108102 ARRIBATEC GROUP,30000
05.01.2021,ARR_NO0003108102 ARRIBATEC GROUP,30000
05.01.2021,MGN MAGNORA,3000
05.01.2021,ARR_NO0003108102 ARRIBATEC GROUP,40000
05.01.2021,ARR_NO0003108102 ARRIBATEC GROUP,40000
05.01.2021,MAGNORA ASA,3000
05.01.2021,XACT DERIVAT BEAR OMSET. FOND,5000
05.01.2021,Arribatec Group ASA,30000
05.01.2021,Arribatec Group ASA,30000
05.01.2021,MAGNORA ASA,3000
05.01.2021,XACT DERIVAT BEAR OMSET. FOND,5000
05.01.2021,Arribatec Group ASA,40000
05.01.2021,Arribatec Group ASA,40000
05.01.2021,XACT DERIVAT BEAR OMSET. FOND,5000
05.01.2021,XACT DERIVAT BEAR OMSET. FOND,5000
05.01.2021,MAGNORA ASA,1000
05.01.2021,Arribatec Group ASA,4100
05.01.2021,MGN,1000
05.01.2021,ARR,4100
06.01.2021,WAWI WALLENIUS WILHELMS,2200
06.01.2021,MGN MAGNORA,3000
06.01.2021,MGN MAGNORA,3000
06.01.2021,NORDEA BANK ABP FILIAL I NORGE ETN,220
06.01.2021,BULLDAXX8NON,100000
06.01.2021,NORSK HYDRO ASA,2600
06.01.2021,MAGNORA ASA,3000
06.01.2021,WALLENIUS WILHELMSEN ASA,2200
06.01.2021,MAGNORA ASA,3000
06.01.2021,XACT DERIVAT BEAR OMSET. FOND,-5000
06.01.2021,XACT DERIVAT BEAR OMSET. FOND,-5000
06.01.2021,LERØY SEAFOOD GROUP ASA,2000
06.01.2021,XACT DERIVAT BEAR OMSET. FOND,-10000
06.01.2021,XACT DERIVAT BEAR OMSET. FOND,-5000
06.01.2021,MAGNORA ASA,14000
06.01.2021,XACT DERIVAT BEAR OMSET. FOND,-5000
06.01.2021,Arribatec Group ASA,2000
06.01.2021,Arribatec Group ASA,38000
06.01.2021,Arribatec Group ASA,20000
06.01.2021,Arribatec Group ASA,40000
06.01.2021,KLAVENESS COMBINATION CARRIERS ASA,2000
06.01.2021,WALLENIUS WILHELMSEN ASA,5000
06.01.2021,ELKEM ASA,5000
06.01.2021,WALLENIUS WILHELMSEN ASA,4000
06.01.2021,BEARSP500X5NON,-7000
06.01.2021,BEARDAXX5NON,-3000
06.01.2021,Arribatec Group ASA,11000
06.01.2021,BEAROBXX5NON,-13000
06.01.2021,BEARDAXX5NON,-4000
06.01.2021,BEARSP500X5NON,-8000
06.01.2021,BEAR DAX X5 NORDNET,-3000
06.01.2021,BEAR SP500 X5 NORDNET,-7000
06.01.2021,Arribatec Group ASA,11000
06.01.2021,BEAR OBX X5 NORDNET,-13000
06.01.2021,BEAR DAX X5 NORDNET,-4000
06.01.2021,BEAR SP500 X5 NORDNET,-8000
06.01.2021,BULL DAX X8 NORDNET,100000
06.01.2021,BULL SP500 X10S NORDNET N,220
07.01.2021,ELK ELKEM,5000
07.01.2021,ELKEM ASA,5000
07.01.2021,KLAVENESS COMBINATION CARRIERS ASA,1000
08.01.2021,HUNT_NO0010283211 HUNTER GROUP,25000
08.01.2021,HUNTER GROUP ASA,25000
11.01.2021,NHY NORSK HYDRO,4000
11.01.2021,NORSK HYDRO ASA,4000
15.01.2021,HUNT_NO0010283211 HUNTER GROUP,10000
15.01.2021,HUNTER GROUP ASA,10000
21.01.2021,ARR_NO0003108102 ARRIBATEC GROUP,10000
21.01.2021,Arribatec Group ASA,10000
21.01.2021,Arribatec Group ASA,8000
21.01.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-89
21.01.2021,Arribatec Group ASA,8000
21.01.2021,BULL SP500 X10S NORDNET N,-89
25.01.2021,BULLDAXX8NON,26000
25.01.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-51
25.01.2021,BULL SP500 X10S NORDNET N,-51
25.01.2021,BULL DAX X8 NORDNET,26000
29.01.2021,MGN MAGNORA,-1418
29.01.2021,MGN MAGNORA,1418
29.01.2021,MAGNORA ASA,-1418
29.01.2021,MAGNORA ASA,1418
29.01.2021,Arribatec Group ASA,-9000
29.01.2021,NORDEA BANK ABP FILIAL I NORGE ETN,140
29.01.2021,Arribatec Group ASA,-9000
29.01.2021,BULL SP500 X10S NORDNET N,140
01.02.2021,MAGNORA ASA,-2000
02.02.2021,MGN MAGNORA,-2000
02.02.2021,HUNT_NO0010283211 HUNTER GROUP,25000
02.02.2021,HUNTER GROUP ASA,22000
02.02.2021,MAGNORA ASA,-2000
02.02.2021,HUNTER GROUP ASA,25000
03.02.2021,HUNTER GROUP ASA,6250
03.02.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-100
03.02.2021,BULL SP500 X10S NORDNET N,-100
03.02.2021,Hunter Group,6250
04.02.2021,MGN MAGNORA,-5000
04.02.2021,HUNT_NO0010283211 HUNTER GROUP,40000
04.02.2021,MGN MAGNORA,1500
04.02.2021,ELK ELKEM,-2500
04.02.2021,MGN MAGNORA,2500
04.02.2021,MAGNORA ASA,-5000
04.02.2021,HUNTER GROUP ASA,40000
04.02.2021,MAGNORA ASA,1500
04.02.2021,ELKEM ASA,-2500
04.02.2021,MAGNORA ASA,2000
04.02.2021,HUNTER GROUP ASA,10000
04.02.2021,ELKEM ASA,-2500
04.02.2021,MAGNORA ASA,2500
04.02.2021,MAGNORA ASA,-1000
04.02.2021,HUNTER GROUP ASA,11000
04.02.2021,BEAR NEL X3 NONN,3600
04.02.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-60
04.02.2021,BULLDAXX8NON,-26000
04.02.2021,MGN,-1000
04.02.2021,HUNT,11000
04.02.2021,BEAR NEL X3 NORDNET N,3600
04.02.2021,BULL DAX X8 NORDNET,-26000
04.02.2021,BULL SP500 X10S NORDNET N,-60
05.02.2021,MAGNORA ASA,355
05.02.2021,Magnora ASA,355
08.02.2021,ELK ELKEM,-2500
08.02.2021,MGN MAGNORA,3000
08.02.2021,ELKEM ASA,-2500
08.02.2021,ELKEM ASA,-2500
08.02.2021,MAGNORA ASA,3000
08.02.2021,HUNTER GROUP ASA,-6250
08.02.2021,KRAFT BANK ASA,1250
08.02.2021,MAGNORA ASA,500
08.02.2021,NORDEA BANK ABP FILIAL I NORGE ETN,34
08.02.2021,HUNTER GROUP ASA,-5000
08.02.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-60
08.02.2021,HUNT,-5000
08.02.2021,MGN,500
08.02.2021,Hunter Group ASA,-6250
08.02.2021,Kraft Bank AS,1250
08.02.2021,BULL SP500 X10S NORDNET N,-60
08.02.2021,BULL OBX X10 NORDNET N,34
09.02.2021,HUNT_NO0010283211 HUNTER GROUP,-35000
09.02.2021,HUNT_NO0010283211 HUNTER GROUP,35000
09.02.2021,KRAFT BANK ASA,2016
10.02.2021,WAWI WALLENIUS WILHELMS,1500
10.02.2021,WALLENIUS WILHELMSEN ASA,2000
10.02.2021,WALLENIUS WILHELMSEN ASA,1500
11.02.2021,KRAFT BANK ASA,3984
11.02.2021,LERØY SEAFOOD GROUP ASA,-2000
11.02.2021,BEAR NEL X3 NONN,-3600
11.02.2021,BULLNHYX3NON,1111
11.02.2021,BEAR NEL X3 NORDNET N,-3600
11.02.2021,BULL NHY X3 NORDNET,1111
15.02.2021,NORDEA BANK ABP FILIAL I NORGE ETN,41
15.02.2021,BULLNHYX3NON,-1111
15.02.2021,BULL OBX X10 NORDNET N,41
15.02.2021,BULL NHY X3 NORDNET,-1111
16.02.2021,HUNTER GROUP ASA,-12000
16.02.2021,NORDEA BANK ABP FILIAL I NORGE ETN,-35
16.02.2021,BEAR NEL X3 NONN,3400
16.02.2021,BULL OBX X10 NORDNET N,-35
16.02.2021,BEAR NEL X3 NORDNET N,3400
17.02.2021,ELKEM ASA,2000
17.02.2021,KRAFT BANK ASA,1000
17.02.2021,Arribatec Group ASA,5000
17.02.2021,BEAR NEL X3 NONN,-3400
17.02.2021,Arribatec Group ASA,5000
17.02.2021,BEAR NEL X3 NORDNET N,-3400
19.02.2021,ELKEM ASA,1500
22.02.2021,NHY NORSK HYDRO,-2000
22.02.2021,NHY NORSK HYDRO,2000
22.02.2021,NORSK HYDRO ASA,-2000
22.02.2021,NORSK HYDRO ASA,2000
22.02.2021,NORSK HYDRO ASA,-2000
22.02.2021,KRAFT BANK ASA,1977
23.02.2021,NHY NORSK HYDRO,-2000
23.02.2021,NEL NEL,3000
23.02.2021,NHY NORSK HYDRO,-2000
23.02.2021,NEL NEL,4000
23.02.2021,NORSK HYDRO ASA,-2000
23.02.2021,WALLENIUS WILHELMSEN ASA,3000
23.02.2021,NEL ASA,3000
23.02.2021,NORSK HYDRO ASA,-2000
23.02.2021,NEL ASA,4000
23.02.2021,NORSK HYDRO ASA,-2000
23.02.2021,NORSK HYDRO ASA,-2000
23.02.2021,NEL ASA,3500
23.02.2021,NEL ASA,5000
23.02.2021,HUNTER GROUP ASA,-20000
23.02.2021,NEL ASA,630
23.02.2021,HUNTER GROUP ASA,-6000
23.02.2021,Arribatec Group ASA,-7000
23.02.2021,MAGNORA ASA,545
23.02.2021,NEL,630
23.02.2021,HUNT,-6000
23.02.2021,Magnora ASA,545
23.02.2021,Arribatec Group ASA,-7000
24.02.2021,NEL NEL,-2000
24.02.2021,NEL ASA,-2000
25.02.2021,WALLENIUS WILHELMSEN ASA,-2000
25.02.2021,NEL ASA,-1500
01.03.2021,NEL NEL,-2000
01.03.2021,NEL ASA,-2000
01.03.2021,MAGNORA ASA,-2000
02.03.2021,NEL NEL,-3000
02.03.2021,IDEX IDEX BIOMETRICS,20000
02.03.2021,IDEX IDEX BIOMETRICS,5000
02.03.2021,BYGGMA ASA,200
02.03.2021,BYGGMA ASA,300
02.03.2021,IDEX Biometrics ASA,5000
02.03.2021,NEL ASA,-3000
02.03.2021,ELKEM ASA,-1500
02.03.2021,IDEX Biometrics ASA,20000
